age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
46, Self-emp-not-inc,130779, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,48, United-States,1
44, Private,214781, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,1
42, Self-emp-inc,377018, 11th,7, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
57, Self-emp-not-inc,24473, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
42, Private,245626, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
34, Federal-gov,190228, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Male,0,1902,48, United-States,1
49, Private,107009, HS-grad,9, Divorced, Other-service, Not-in-family, Male,0,0,40, Portugal,0
54, State-gov,276005, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
33, Private,240441, Some-college,10, Divorced, Craft-repair, Not-in-family, Male,0,0,45, United-States,0
20, Private,91819, Some-college,10, Never-married, Handlers-cleaners, Own-child, Male,0,0,20, United-States,0
41, Private,242619, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, Male,0,0,80, United-States,0
29, Private,59792, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, Taiwan,0
23, Private,430151, 11th,7, Never-married, Craft-repair, Unmarried, Male,0,0,30, United-States,0
34, Local-gov,255098, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
62, Private,217434, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
28, Private,70034, 7th-8th,4, Never-married, Adm-clerical, Own-child, Male,0,0,40, Portugal,0
29, Private,205903, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,40, United-States,0
34, Private,97933, 9th,5, Separated, Adm-clerical, Unmarried, Female,0,0,38, United-States,0
24, Private,219122, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,20, Italy,0
49, Private,124672, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
31, Private,310429, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Male,0,0,70, United-States,0
45, Private,84790, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
18, Private,261714, Some-college,10, Never-married, Sales, Own-child, Female,0,0,15, United-States,0
24, Private,228649, Bachelors,13, Never-married, Adm-clerical, Own-child, Male,0,0,38, United-States,0
39, Private,127772, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
53, Private,208570, HS-grad,9, Married-civ-spouse, Sales, Wife, Female,0,0,26, United-States,0
42, Private,107276, Some-college,10, Never-married, Exec-managerial, Not-in-family, Female,0,2444,40, United-States,1
39, Private,192251, 10th,6, Divorced, Other-service, Not-in-family, Female,0,0,60, United-States,0
30, Private,111415, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,55, Germany,0
31, Private,25955, 9th,5, Never-married, Craft-repair, Own-child, Male,0,0,35, United-States,0
21, State-gov,132247, Some-college,10, Never-married, Prof-specialty, Own-child, Female,0,0,35, United-States,0
61, Private,353031, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,0
25, Private,255849, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
27, Private,221977, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, Female,0,0,40, Mexico,0
20, Private,209955, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,25, United-States,0
21, Private,229826, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,20, United-States,0
55, State-gov,100285, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Male,10520,0,40, United-States,1
57, Self-emp-not-inc,38430, 7th-8th,4, Widowed, Farming-fishing, Unmarried, Male,0,0,40, United-States,0
32, Local-gov,178107, HS-grad,9, Never-married, Farming-fishing, Own-child, Male,0,0,40, United-States,0
56, Self-emp-not-inc,172618, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,40, United-States,1
59, Private,304779, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
51, Private,95469, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
36, Private,405155, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Mexico,0
41, Private,139907, 10th,6, Never-married, Handlers-cleaners, Unmarried, Male,0,0,50, United-States,0
28, Private,150296, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Female,0,0,80, United-States,0
36, Private,247936, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,2, Taiwan,0
26, Private,75654, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,55, United-States,0
38, Private,27408, HS-grad,9, Divorced, Craft-repair, Unmarried, Male,0,0,50, United-States,0
19, Private,35245, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,25, United-States,0
47, Private,573583, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,48, Italy,1
73, Private,187334, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
24, ?,287413, HS-grad,9, Never-married, ?, Not-in-family, Male,0,0,60, United-States,0
31, Private,169002, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,55, United-States,0
43, Private,105936, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,35, United-States,1
35, Private,134922, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Female,0,0,50, United-States,0
25, Private,242729, Bachelors,13, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
32, ?,123971, 11th,7, Divorced, ?, Not-in-family, Female,0,0,49, United-States,0
21, ?,163911, Some-college,10, Never-married, ?, Own-child, Female,0,0,3, United-States,0
64, ?,257790, HS-grad,9, Divorced, ?, Unmarried, Female,0,0,38, United-States,0
23, Private,308498, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,15, United-States,0
20, Private,104981, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,0
59, Private,192983, HS-grad,9, Separated, Other-service, Not-in-family, Female,0,0,40, United-States,0
55, Private,202435, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
37, Private,295949, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
27, Private,101618, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
71, Self-emp-not-inc,494223, Some-college,10, Separated, Sales, Unmarried, Male,0,1816,2, United-States,0
30, Private,117963, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
44, Private,192014, Bachelors,13, Separated, Exec-managerial, Not-in-family, Male,0,0,38, United-States,0
34, Private,161444, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,39, United-States,0
19, ?,317988, Some-college,10, Never-married, ?, Not-in-family, Male,0,0,15, United-States,0
43, Private,281138, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
44, Local-gov,117012, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,1887,40, United-States,1
55, Private,132145, 9th,5, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,0
47, Self-emp-not-inc,149116, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,50, United-States,0
26, ?,264300, Some-college,10, Married-civ-spouse, ?, Wife, Female,0,0,20, United-States,0
40, Private,117915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
23, Local-gov,430828, Some-college,10, Separated, Exec-managerial, Unmarried, Male,0,0,40, United-States,0
23, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Female,0,0,15, United-States,0
24, Private,200295, Some-college,10, Never-married, Other-service, Not-in-family, Male,0,0,30, United-States,0
41, Private,200671, Bachelors,13, Divorced, Transport-moving, Own-child, Male,6497,0,40, United-States,0
55, Federal-gov,27385, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
31, Private,183778, Bachelors,13, Never-married, Tech-support, Not-in-family, Male,0,0,45, United-States,0
49, Self-emp-not-inc,171540, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,0
39, Private,224566, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
26, Private,116991, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Male,0,0,40, United-States,0
52, Self-emp-not-inc,102346, Some-college,10, Never-married, Prof-specialty, Own-child, Female,0,0,35, United-States,0
25, Private,117833, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,1876,40, United-States,0
33, Private,250804, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, England,0
19, ?,124651, 11th,7, Never-married, ?, Own-child, Male,0,0,25, United-States,0
29, Local-gov,383745, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,1485,40, United-States,1
34, Private,198751, Masters,14, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
41, Federal-gov,564135, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
33, Private,183125, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,45, United-States,0
33, Local-gov,318921, HS-grad,9, Divorced, Transport-moving, Not-in-family, Female,0,0,35, United-States,0
70, Private,184176, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,28, United-States,0
31, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
59, Self-emp-inc,187502, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,1
61, Private,79827, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
25, Private,255004, 10th,6, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
25, Local-gov,117833, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,35, United-States,0
39, Self-emp-inc,190964, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,3137,0,42, United-States,0
29, Private,272913, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,30, Mexico,0
38, Private,229180, Bachelors,13, Never-married, Exec-managerial, Unmarried, Female,0,0,40, Cuba,0
40, Self-emp-not-inc,177810, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,30, United-States,0
27, Private,109004, HS-grad,9, Separated, Craft-repair, Unmarried, Male,0,0,40, United-States,0
20, Local-gov,38455, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,10, United-States,0
43, Private,26915, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
56, Private,119859, Some-college,10, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,1
52, Private,310045, 9th,5, Married-spouse-absent, Machine-op-inspct, Not-in-family, Female,0,0,30, China,0
39, Private,181661, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
52, Private,284129, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
31, Private,82508, Some-college,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
62, Private,235997, 12th,8, Widowed, Adm-clerical, Unmarried, Female,0,0,37, Mexico,0
21, Private,191444, 11th,7, Never-married, Farming-fishing, Unmarried, Male,0,0,40, United-States,0
58, Self-emp-inc,258883, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,1
55, State-gov,200497, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
20, Private,299399, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
40, Private,109217, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, Mexico,0
21, Private,107452, HS-grad,9, Never-married, Craft-repair, Other-relative, Male,0,0,40, United-States,0
66, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,2050,0,55, United-States,0
20, Private,195411, HS-grad,9, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
71, Self-emp-not-inc,322789, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,35, United-States,0
31, Private,58582, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,46, United-States,0
50, Private,226497, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,45, United-States,1
23, Private,182342, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,40, Italy,0
51, Local-gov,199688, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
38, ?,94559, Bachelors,13, Married-civ-spouse, ?, Wife, Female,7688,0,50, ?,1
20, Private,228649, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,40, United-States,0
17, Private,47771, 11th,7, Never-married, Prof-specialty, Own-child, Female,0,0,20, United-States,0
53, Private,234721, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
45, Private,83993, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Female,0,0,56, United-States,1
32, Private,232855, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
22, Private,200973, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Female,0,0,12, United-States,0
27, Private,204984, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,1579,40, United-States,0
48, Private,239058, 12th,8, Widowed, Handlers-cleaners, Unmarried, Female,0,0,50, United-States,0
19, Private,234406, 12th,8, Never-married, Sales, Own-child, Female,0,0,30, United-States,0
40, Self-emp-inc,209344, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,15, ?,0
46, Self-emp-inc,201865, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,1
33, State-gov,174171, Some-college,10, Separated, Tech-support, Not-in-family, Male,0,0,12, United-States,0
37, Private,278924, HS-grad,9, Divorced, Sales, Not-in-family, Male,0,0,40, United-States,0
43, Federal-gov,205675, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,75, United-States,1
72, Self-emp-not-inc,285408, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,2246,28, United-States,1
42, Private,55395, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,52, United-States,0
39, State-gov,141420, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
22, Private,89991, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,11, United-States,0
40, Self-emp-inc,169878, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,1
37, Private,67433, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
71, Self-emp-not-inc,137723, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,1455,0,3, United-States,0
24, Private,118657, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
40, Private,83859, HS-grad,9, Widowed, Machine-op-inspct, Own-child, Female,0,0,30, United-States,0
39, Self-emp-not-inc,139703, Some-college,10, Never-married, Prof-specialty, Not-in-family, Female,0,0,48, United-States,1
57, Private,562558, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
29, Private,326330, Some-college,10, Divorced, Exec-managerial, Own-child, Female,1831,0,40, United-States,0
50, Federal-gov,172046, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
30, Private,267161, Some-college,10, Married-civ-spouse, Tech-support, Wife, Female,0,0,45, United-States,0
65, Federal-gov,190160, Some-college,10, Widowed, Adm-clerical, Not-in-family, Male,0,1944,20, Poland,0
47, Private,106255, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
46, Self-emp-inc,218890, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,60, United-States,0
26, Private,86872, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
48, Private,176140, 11th,7, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
48, Private,182541, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,45, United-States,1
51, Private,197600, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
